datetime,Biomass,Coal,Gas,Gas-CC,Hydro,Nuclear,Other,Solar,WSL,Wind
2025-01-01 20:00:00,12.196401999999999,10199.721077,3522.623968,21903.754849999998,50.397129,5084.789853,462.966447,0.015839,-437.20701399999996,7121.394232000001
2025-01-01 21:00:00,12.190373000000001,10302.418773,2868.91013,21507.23061,7.413499,5084.099806,83.74941199999999,0.004185,-675.068613,9003.823889
2025-01-01 22:00:00,12.200065,10011.408766,1728.182252,19418.986477,4.157552,5084.080868,80.479433,6e-05,-212.124416,11180.437973
2025-01-01 23:00:00,12.179093,8982.247432,1195.964688,16422.454809,4.167472,5084.201255,14.087059,5.4e-05,-459.699313,15001.264538
2025-01-02 00:00:00,12.869847,7798.533352,1607.785324,16280.142125,5.148545,5086.567056,29.465995000000003,0.001797,-829.680393,14952.168348
2025-01-02 01:00:00,12.216847,6385.770746,1186.210969,14604.33766,5.645586,5086.3291389999995,16.372394,9e-05,-1090.380706,18191.573974
2025-01-02 02:00:00,12.216149,6211.580205,1167.767474,14486.89853,5.994542,5086.852735,25.1583,0.00191,-1360.530922,18572.491726
2025-01-02 03:00:00,12.223028,6226.015267,1181.088473,14569.221155000001,5.588319,5086.884068,68.284254,0.0013340000000000001,-1213.972316,18273.586142
2025-01-02 04:00:00,12.217178,6292.37029,1197.415327,14884.699811,4.417362,5087.672781,66.995214,0.00016,-636.754092,18145.403986999998
2025-01-02 05:00:00,12.218863,6838.9528709999995,1200.452152,15462.453105,4.133758,5087.079114,123.921301,7.8e-05,-366.35841700000003,18359.757235
